"","sentiment.score","ReviewContent","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"2590",6.9,"Wow! I loved this book and to think that I almost didn't read it. For whatever reason, I had a hard time connecting with the book in the beginning, but kept at it at the insistence of so many friends. I am so glad I did. It was slow at the beginning, but it paid off in the end. The book is told from the point of view of three different women. The unreliable narrator tactic worked well with the way the author told the story from different dates. If you liked Gone Girl you will like this book. I don't see how my review is even necessary or helpful considering how many reviews this amazing book and author already have, but I wanted to share anyway. Once I got into the book, I could not put it down and had to know what would happen next. I guessed who the killer was, but I don't think that means anything. The book is a psychological thriller not a mystery so the suspense comes from wondering if our MC will escape the dangers posed by the villain and not from solving the mystery of who dun it. It was a nail biting experience at the end as I worried for two of the main characters and wondered what would happen. I can't say more without giving it away.If you are one of the few who has not read this book, you simply must read it. Please don't let the slow start put you off. You will see, soon enough that it was worth the wait. This novel is unique and not like any other book out there. It shares many of the same plot techniques and narrative as Gone Girl, but the story is completely different from Gone Girl and from any other book. That's what makes the book such a hit.If you have read this book and loved it like I did, I highly recommend that you read, Peter Swanson's The Kind Worth Killing. It hooks you much quicker and it is every bit as good as The Girl on the Train. Both are at the top of my all time favorite books. You can read my in depth review of The Kind worth Killinghttp://www.melissasugarwrites.com/2015/05/the-kind-worth-killing-review-with.html",2,11,0,4,6,2,4,10,8,17
"2591",5.6,"I got this book to satisfy my need for another Gone Girl –type of thriller to read with my mother this summer. This fit the bill.  I’m usually the type of person who can’t predict an ending in a mystery and I’m almost always surprised with where it goes. Not so with this book. The plot is not too complicated, so it’s perfect for laid-back summer brain where you might not be completely engaged every time you pick up the book. Prepare yourself for a main character that you will not like. This makes the story itself shine more than the main character, which is a very interesting. Also, the main idea of the story – witnessing something on a train and then inserting oneself into the drama is a great premise. Overall, a good book and a great summer read.",0,8,0,0,4,1,3,4,2,10
"2592",2.6,"I started this book several times.  Finally, I committed to reading it!  I had to take notes on characters and what was happening during their timeline.  This helped me follow the story better.  All the characters are flawed.  So, it is a bit like Gone Girl.  But, I did enjoy trying to figure out who committed the crime.  I was surprised at the ending.  So, hang in there and discover for yourself whether you like this book.  Could it be a good movie?  Hmmmmm,  maybe.",1,3,1,0,3,0,3,4,1,5
"2593",6.2,"I loved this book from start to finish.  And I also loved how it was written - in the ""First Person"", but by three different people, but also each narrator follows a slightly different timeline.  The main narrator is Rachel with Megan also narrating a good part of the book and finally Anna who plays just a minor role in the narration.  Megan's story is a few weeks behind Rachel's.The story is excellent with a great twist at the end.  It is very well written and the characters, who you get to know in a very gradual way, are very believable.  The story, and writing style, gripped me from the very beginning and kept my interest right up to the end.If this is Paula Hawkins' first book then I cannot wait for her second one.",0,5,1,0,3,0,2,3,1,5
"2594",1.5,"Like Gone Girl, The Girl on the Train is probably a good movie, worth about 90 minutes of attention.  The book is tedious, repetitious and superficial like a soap opera - not worth the time it takes to read it.  Both books are good for the plane or the beach if the reader is not looking for depth or literary accomplishment from the writer.",1,3,0,1,3,1,2,3,2,8
"2595",0.55,"This was highly touted and I did like it, listening to the Audible version on my morning walks. It was well narrated. At first it was hard to care about this young woman who had totally lost her sense of self respect and was basically a desperate drunk. But as the story unfolded and she observes a couple in the house down the street from where she used to live, she fantasizes about their life as she fakes going to work on the train to the city. She is living with a friend since her husband left her but doesn't want her to know she has lost her job.I was involved in the characters and felt sorry for this pathetic woman who can't seem to face reality and get her life together. I would recommend book. It does twist toward the end.",0,2,1,0,3,2,1,3,3,6
"2596",2.5,"No wonder it's one of the fastest-selling novels of all time! This thriller is completely engrossing, and the three women from whose perspective the story is told are well fleshed-out characters, although Rachel is clearly the standout. I did guess the ending about a quarter of the way through the book, but it had me in doubt about my guess several times and had plenty of other shocking and absorbing moments. I read it in 2 sittings. :) More Paula Hawkins, please!",0,1,0,1,0,1,1,1,1,1
"2597",2.8,"I REALLY enjoyed this book and suspenseful story line.  Definitely read this book before seeing the movie, it's worth it! The story line is well developed with complex characters.  I also really enjoyed the multiple story lines and how you could see each story coming together, it added to the suspense!",0,2,0,2,0,0,1,0,0,1
"2598",1.95,"At first I wasn't sure I'd like the book, as it started quite slowly and almost burdensome at times. But I stuck with it, and I'm glad I did! As the author gave us more details about each character, she started weaving the web that eventually trapped me and I was hopelessly and deliciously entangled. As she fed more and more details, the story took many right and left turns, and each time I thought I'd solved the mystery another detail was leaked and I found I was completely wrong. I could not help but finish the shocking climax in one sitting, each event unfolding at just the right place, finishing with the most unlikely heroine saving the day. Get and read this book - and be prepared for good ride. All aboard!",1,7,1,2,4,2,3,6,3,8
"2599",3.75,"I like a good read with lots of and turns ... a great book with interesting characters and I was gripped by the storyline in the first chapter . A voyeuristic peek into suburban life , proving things are never as they seem and we don't know what happens behind closed doors. Very real... it happens .Loved it!",0,1,0,0,1,0,1,2,0,3
"2600",2.35,"A great and easy read to get wrapped into.If you have a blizzard taking over your Saturday and the only thing on TV is apocalyptic new reports then I highly suggest downloading this book and jumping in. It was fun from start to finish. My only reason for not ratting this book higher was that it really begins to slow down in the final 100 pages. I was starting to get anxious that the book would end before the plot wrapped up. Finally in about the last 50 pages it all comes at you so fast that you're left thinking, "" what! that's all!!?""",0,4,1,1,2,0,1,2,1,3
"2601",1.55,"I enjoyed the intrigue of looking into the lives of the couples from the girl on the train as at first she seemed just an objective observer going to and from work while riding the train as any commuter does on a daily basis. Then the intrigue grows into great suspense as the girl on the train not only is revealed as a former family member of one of those couples, but the reader becomes the sleuth trying to solve the mystery. I had to force myself to turn the light off, stop reading, and go to bed.",1,5,0,3,0,0,3,1,2,3
"2602",1.85,"Apart from the baby, or it's hard to find a sympathetic or interesting character.  Even the setting is gritty and depressing. Finally, there is a resolution of sorts, and the plot is over. There is no real satisfaction at the outcome, no explanation of behaviours, and no desire to meet the characters nor setting in a sequel.",0,2,2,1,3,2,1,3,1,6
"2605",1.55,"My friends raved about this book and I couldn't wait to read it. I think their accolades were overly enthusiastic. The three main characters were so whiney. Each one wallowed in self-pity. I enjoy reading mysteries and I like authors who can build the suspense until the last few days. This book held no surprises and I was able to figure out the villain before the book was half over.  Most readers will not agree with my assessment of Hawkins book but I doubt I will read another of her novels.",0,3,0,3,1,2,2,3,3,5
"2606",3.05,"I found this to be a quick read. Entertaining to say the least. Although I figured it out halfway through, that didn't stop me from enjoying the writing style and how it was going to get to where it was. And of course, I didn't know everything so the little twist here and there were a nice surprise. Great characters that were never dull, and a plot line that moved along and didn't linger on any one moment longer than it needed to. I would recommend this book for sure.",0,3,0,1,4,1,1,3,2,5
"2607",1.1,"One of the weirdest mysteries I have ever read, and one of the best. Told from the perspectives of 3 women, this story weaves and warps as it goes along with a surprise around the turn and then another surprise. Very visual. And sometimes you may think you are losing your mind. I think the author intends these thoughts on the part of the reader. Shape shifting, ""now wait a minute"" moments, ''did I miss something?"" thoughts and then it comes together into an amazing whole. I loved it!",1,1,0,1,1,1,1,1,2,4
"2608",3.7,"I thought the female characters were fascinating and the male characters were simple plot vehicles just like so many female characters are in books written by men.  I found that refreshingly unusual!  Spurred an interesting discussion in our book club about how women relate to other women and how men fit into that whole dynamic.",0,1,0,0,1,0,1,1,0,5
"2610",4.55,"I have read reviews comparing this story to Gone Girl, but I don't agree with that perspective.  It's an interesting read, but I found my prediction of ""who-dunnit"" to be correct, and that was just around the middle of the book.  The characters were difficult to like...which I suppose could be the comparison to Gone Girl.I enjoyed the book enough to finish it quickly, as it is a page turner.  I gave it 4 stars simply for that reason.  It moves pretty quickly.",0,2,0,1,2,0,0,2,0,5
"2612",2,"This book is completely captivating.  Once you start reading, clear your schedule because you're not going to do anything else until you finish.  Movie is also great.",0,1,0,0,0,0,0,0,0,3
"2613",1,"I was excited to read a book compared to Gone Girl, but this novel drove me crazy with all the POV changes and going back and forth in time. I forced myself to finish it. None of the characters were appealing. I didn't like anybody and didn't care what happened to them. I'm glad it's over. The whole comparison to Gone Girl I suspect was a marketing ploy to get people to buy the book, and it worked because I did buy it, but I learned my lesson never to do that again. Fool me once...",1,4,1,3,2,1,1,2,4,3
"2615",2.77555756156289e-17,"This book really needed a strong-willed editor . It  takes us through endless instances of the same  kind of dysfunctional behavior of the alcoholic principal character, till it became excruciatingly boring to keep reading.  Especially since, by the time you're about two thirds through the book, you have a pretty good idea of who the villain is.",1,3,0,2,4,1,1,5,3,6
"2616",2.95,"The idea of a woman observing life from a train window is an interesting concept. When the story is being told from this vantage point, it remains  riveting. However, when the main character is off the train...whether in town or in her apartment... she emerges as unlikeable and foolish and in need of an intervention.  The other voices in alternating chapters add to understanding the whole story. All in all, it was a good book and the author kept me guessing until the end.",0,1,1,1,1,1,1,4,3,8
"2618",3.5,"I really enjoyed this book. It was engaging from the beginning , weaving the characters and their stories together. I feel that the pace picked up towards the  middle of the book, and it was very difficult for me to put down. I liked the suspense, the ending wasn't predictable to me, and I really appreciated to fact that it had a definite ending, rather than leaving the reader hanging.I would definitely recommend this to anyone who likes a good, sometimes twisted story line.",1,2,1,3,2,1,2,4,1,4
"2619",4,"Just finished this fascinating and terrific book. All told in the first person(s), Author Hawkins pretty much covers it all; psychological, emotional, and sexual, with an interwoven narrative of truths,half truths,and lies depending on who's talking. A little confusing at times but compelling none the less. Since on of the characters is usually well lubricated with alcohol, a nice glass of cabernet makes a comfortable reading companion for this twisty yarn. Definitely worth the read..",0,1,0,0,2,1,0,3,0,7
"2620",4.85,"I found myself reaching for my kindle every time I had a few minutes to kill, reading this book whenever I had a chance. I couldn't help but like the main character, Rachel, who was always full of good intention, and meant to do the right thing. However, at the same time, she's someone that I would avoid in real life, since she was clearly one ""messed up"" individual. The story was well written, giving the 3 female characters' perspective throughout the plot's twists and turns. Very enjoyable!",0,2,0,2,2,1,2,3,2,8
"2621",0.5,"great book",0,0,0,0,0,0,0,0,0,0
"2622",1.1,"Although the story was good, the writing was too wordy. Could have been just as interesting had she stopped going over the same thing all the time.",0,2,0,0,1,0,1,1,0,2
"2626",0.95,"This novel follows an alcoholic woman struggling with her broken life that is the result of her drinking. I found the vivid and real portrayal of feelings and situations an alcoholic many times finds themselves in the best feature in the writing. There is a little suspense following a character's murder and a who done it story line. I gave this novel 3 stars because it entertained me however did not captivate me.",2,3,1,3,4,2,3,3,3,6
"2627",0.75,"I tried to love this book. I wanted to. The Characters were unlikeable and messy and frankly halfway through the book I stopped reading for months. The ending picked up and there were some definite turns and twists but I can easily say there are better choices for this type of Hitchcock wanna be read.",0,0,1,0,1,0,0,0,2,2
"2628",3.7,"This book was so suspenseful, I couldn't help but  finish it in a few days. Slightly disturbing at times, but truly was very well written. I tend to lose  interest when authors include incredibly long, detailed descriptions of scenes, so I was grateful that this author doesn't do that. Worth the read.",1,1,1,1,0,1,1,1,1,5
"2630",0.85,"Wow-has been many years but this is a book I couldn't put down.  I also freelance right, but am not an expert.  I have to be at work at 5:00 a.m. in the morning and my husband will attest that I stayed up ""way"" later so I could read the book.  Unfortunately could relate to major character,so perhaps that made it much for relevant.  Are they going to make it into a movie?  I'm sure would be difficult but not impossible.Debby Hamilton",0,0,0,1,0,1,0,3,1,4
"2632",8.35,"I found the popularity of this book a bit puzzling, but it seems to belong to the current trend in ""dark'' fiction. Credit must be given to the clever weaving of plot and only a handful of characters around the setting of a commuter train, and it keeps the attention by shifting back and forth among them; but the consistently morbid tone of the piece was simply not to my taste. I came away from reading it feeling I'd gained nothing from reading it other than its creative plot construction. I felt no affinity for the characters as worthwhile knowing and was ready to move on to something more inspiring, or -- at the very least -- informative.",1,2,1,1,2,2,1,3,2,10
"2636",2.2,"I could not put this book down once I started reading it.  It was enthralling and masterfully planned.  The way it was formatted as individual perspectives from each character as the story unfolded can only be described as genius.  I am certainly looking forward to the next book from this author.",0,0,0,0,0,0,0,1,0,4
"2637",1.85,"Excellent book. It took a little while for the story to pull me in but eventually it did. When it did it was hard to put it down. I look forward to comparing the book with the movie. Maybe this time the movie will measure up somewhere close to the book. It hasn't happened yet but I can still hope.",0,2,0,0,2,0,1,3,0,4
"2638",3.5,"This was very well written. I love mysteries that go back and forth like this. You hear about something, a detail that seems important; then, later, you understand how it came to be. I highly recommend this for the mystery/thriller lover.",0,2,0,0,2,0,1,3,0,4
"2640",1.35,"Yet another version of an inexplicably popular genre: poorly written books about awful people who do awful things to each other because they're too shallow and too bored to think of anything better to do with their time. Girl on the Train, Gold Finch, Gone Girl, Go Set a Watchman. Why do all these train wrecks start with the letter G? Not because they're good or worth your time to read. Why these books are sometimes grouped with Anthony Doerr's All the Light We Cannot See is beyond me, since Doerr always writes beautifully about worthwhile people and subjects. Kindle keeps recommending books like this for me, I guess because I keep reading them. Addicting, like the booze their protagonists often over consume. No worries, though. Tomorrow I'm going to quit.",1,5,1,1,1,1,2,2,4,5
"2642",2.05,"I have missed to reading a book that was so intriguing that forced to keep reading. Very well written and incredibly thrilling. I was at the edge of my seat the entire time. Great thriller book!",0,2,0,1,1,0,1,0,1,2
"2645",1.65,"This novel was slow-going at first. The characters were all flawed. However, the story soon turned into a ""page turner"" and I was determined to reach the end as soon as possible. Who hasn't peered into the windows of strangers and imagined what their lives might be like? I enjoyed the book very much. I did not give it 5 stars because of the ""slow"" start and the fact that there really weren't any heroes/heroines in this tale.",0,1,0,0,0,0,0,1,0,2
"2646",0.25,"In my opinion it has a slow beginning. It consists of three main characters, but it goes back and forth in time which is hard to keep up when you don't have time to read the book in one sitting. Somehow you kind of know who the killer is, but you want to read the entire book. Interesting. First time reading Paula Hawkins.",0,1,0,0,1,0,0,1,0,4
"2647",4.45,"I do not normally like books with multipile narrators but Paula Hawkins pulls it off. The characters are well drawn, especially the principal narrator, the boozy but well meaning Rachel with a romantic view of other people's lives. The more I got into this book, the better I liked it. Ultimately I found it gripping. It has been compared to ""Gone Girl,"" but I think this is much better. I found it very satisfying  and was sorry to finish it.Llewellyn King",0,2,0,0,2,0,0,3,0,5
"2650",0.8,"Better than the movie",0,0,0,0,0,0,0,0,0,0
"2651",0.25,"This book was hard to put down. I highly enjoyed it. Especially since I heard the reviews of the movie were quite poor, I decided to dig into the book instead.",0,0,0,0,0,0,0,0,0,0
"2652",1.2,"I never see a movie mage de from a book u til I read the book first.  This is an  amazing ""can't put it down"" book.  And it leaves me with no desire to see the movie.  I believe that as we read,  we form our own conceptual "" movie"" in our mind....therefore,  why spoil it?  Thanks. <f0><U+009F><U+0098><U+0084>",0,0,1,1,0,0,0,0,1,0
"2653",1.55,"Good read.  Book had some unusual twists.  The book is written from the perspective of the three main female characters -- they all see fundamentally the same situations but from their unique perspective.  Also had a time line as the book shifted from woman to woman....eventually I just ignored the time line and focused on the story from each woman.  The ending was somewhat predictable but still had a few twists which made me say ""Didn't see that coming.""",0,3,0,0,1,0,2,1,0,4
"2654",2.5,"I read this book because it referred to me by someone who loved it. However I was so bored pretty much during the whole thing. I feel like it dragged on and on in the same position for the 1st part of the book. The end was the most exciting part and with that wasn't that great. But it is just my opinion. I would not recommend it.",0,2,0,0,2,0,1,2,0,3
"2655",1.95,"I really wanted to like this book. Its written in the first person for all the major characters so you have to keep track of which person is ""speaking"" at any point in time. Thats really not my preferred style of novel. There isnt much to the story so it progresses slowly and is repetitive. Its an ok read but nothing special",0,2,0,0,1,0,0,0,0,2
"2656",2.6,"I loved this book. It was a page turner, and even though I figured out the killer somewhat early, it was exciting and interesting to read all the way through. I read reviews from people who didn't like it because they found the characters so distasteful. I certainly wouldn't surround myself with these people, but I had no problem reading about them. I thought they were realistic and well fleshed out (although most of them were seriously damaged people). Would love to read more by this author.",0,3,1,1,3,1,1,2,3,7
"2657",2.15,"It's been a long gone time since I read an actual paperback and wow this storyline is a page turner.  I read half the book the first night!  I've lived paralleled similarities to Rachel and can't wait to see the movie too.  Keep up the great writing Mrs Hawkins, I'll be keeping an eye out  for your next masterpiece!",0,3,0,0,1,0,0,0,1,2
"2659",2.1,"I really enjoyed this book.  The suspense kept me reading and on a long car ride, I couldn't put it down.  I kept trying to figure out the mystery, but didn't guess the ending. I have heard the movie portays the story well also so I am looking forward to watching it as well. It's in a similar vein to ""Gone Girl.""",0,3,0,1,0,0,3,0,0,2
"2660",2.1,"I really enjoyed this book.  The characters evolved throughout the story. I found myself despising Rachel, then feeling sorry for her and finally admiring and cheering for her.  The mystery unfolds slowly and kept me guessing until end.  A very good read",1,4,2,1,5,1,4,4,1,5
"2661",1.75,"I couldn't get enough of this book and wanted to keep reading to until the end.  3 different women narrate this story and it's a great way to see all of their opinions and well as how they come to find out the twist in the story.  O look forward to reading more from this author.  A must read before seeing the movie.",0,0,0,0,0,0,0,1,0,3
"2662",0.25,"From all the views in this tangled web, honesty, from all all the characters,  Dark as their thoughts may have been.  A  great read from start to finish. It's been a long time since I have read a book this quickly. Eat read sleep. Repeat then done. I am sure the movie will not hold a candle to this book but of course I'll see",0,3,0,0,0,1,0,1,1,2
"2663",3.15,"LOVED THIS BOOK.  I read it in record time.  I must admit that the end result crossed my mind and was happy to see that I was right.  Great book",0,3,0,0,1,0,0,1,0,1
"2664",1.5,"I had a hard time getting through the first few chapters because the main character was just kind of pathetic at that point. But after that the book takes off once it gets to the mystery part of the story and I enjoyed it. Lots of twists and turns as the story progresses so I was not able to guess ""who done it"" until very near the end. Our book club read this and liked it overall, so I would recommend it if you can push through the beginning of the book.",0,2,1,0,1,1,2,2,1,3
"2665",0.55,"It was good, but the number of characters became a little confusing, since the majority of the book is written in first person, and it will jump from one female character to another female.  You need to get the main characters in your mind first, and then you can get the story line.  It will be as good movie, since it does have a little ""mystic"" feel in the story, and you are not sure who did  the crime and why..",1,1,0,0,3,0,2,2,1,5
"2666",1.75,"I thought this book would be great based on the reviews but I found the main character very unrelatable and as the author continually changes the perspective and dates, the flow of the story becomes choppy. I only give it 3 stars because of the twist in the very end, the rest of the story leading up to that point gets 2 starts.",0,1,0,0,1,0,0,3,0,5
"2667",0.9,"How boring and cliche. These days, the hand that rocks the publishing cradle is the extra money in the bank just about anyone who is on the bestseller list has to drink coffee at bourgeois cafes whilst waiting for heir manuscript to be picked up and published. Barf.",1,2,1,0,2,0,1,3,1,3
"2671",0.4,"After all the advertising and buzz re: the book and movie, I found the plot to be slightly predictable. I won't say more so I don't inadvertently make a statement that becomes a spoiler. Ok read, but not as good a I thought it would be.",0,3,0,1,2,1,1,3,1,4
"2672",1.8,"I downloaded this book to read based on reading the short Amazon plot summary above.  I didn't know anything else about the plot and, had I known a bit more, I probably would have chosen a different book to read while on maternity leave.  That said, the storyline of the book is engrossing (if depressing) and pulls you in, but I was not blown away by the writing.  It's a good option if you are looking for a quick read... Just not while on maternity leave.",0,1,1,0,1,2,2,1,2,4
"2673",1.15,"Rachel takes the same commuter train every morning and night! Every day she rattles down the track.  She watches the cozy homes and sees the same couple daily and has even started to feel like she knows them.  Their life-as she sees it is perfect, not unlike the life she recently lost. And then she sees something shocking and becomes entangled in the investigation and the lives of everyone involved.When I first began to read Girl on a Train, I found it dark and depressing.  I put it down several times as I could not become interested in the daily train rides and I found myself asking, ""Is this all there is?"" As I read through the first chapters, however, I became spellbound and couldn't wait to read on.  The story keeps you on the edge with riveting tales of intimacy and betrayal.  The characters are well-developed.  One feels a combination of emotions for Rachel including pity, empathy, disgust, and admiration.  I didn't want the book to end!",3,5,5,2,3,8,0,3,6,7
"2674",2.35,"As an avid reader, I had to delve in before the movie release. We all know it's hard to reproduce a great book, and I imagine the screenwriter's had a heck of a time with this one. It's quite hard to follow at first, but it does come together nicely if you can keep all the stories straight. It's a twisting, turning, unsuspected ride.",0,1,0,0,0,0,0,0,0,1
"2675",1.4,"The book was GREAT! I highly recommend it. I started it on my Kindle but ended up getting it on paper back instead so it would be easier to flip back to prior chapters to check the dates/names since the book alternates a bit. HIGHLY recommend reading it. I was sad when it was over, and that doesn't happen to me very often!",0,1,0,0,0,0,0,1,0,2
"2676",0.85,"I don't normally read this type of book, but decided to give it a try after my sister loved the movie. I like to read a book before I see the movie so I know what is missing in the movie. This book was hard to put down, I read it until my eyes couldn't focus any more, then started again the next morning.",0,0,0,1,0,1,0,0,1,1
"2677",3.7,"I enjoyed reading this book but when it ended, I did realize that there were several flaws in the character development and I felt somewhat tricked. The author developed several of the characters nicely but then intentionally left out details about some others that made the ending feel like a cheat. The premise was interesting: the narrator seeing a house everyday on her train ride into the city and making up lives for the occupants...eventually she discovers much about their true lives and how it differs from what she had invented and how it also relates to her own past history. I would recommend it but you might not be thrilled by the end.",1,0,1,0,0,0,0,2,1,4
"2678",0.05,"A good read, but a bit confusing going back and forth among the characters. Read it at a busy time, so I would start and stop. Would have been a better if I had read the book without so many interruptions. Several of my friends have put it aside as they couldn't ""get into it"". Looking over the plot, I think it is a good story.",0,3,0,0,1,0,1,1,0,1
"2680",1.9,"Rachel is THE GIRL ON THE TRAIN, a pathetic, sloppy drunk who watches houses from a window train, envying the lives she imagines the people have, including jet ex-husband and his new wife Anna and their baby. Rachel, lie has blackouts, stalks her ex, and insinuates herself into a police investigation involving the presumed murder of the third unreliable female narrator, Megan.THE GIRL ON THE TRAIN lacked the pacing of a good mystery/thriller. I couldn't empathize with or even relate to any of the narrators, in fact, I found Rachel so loathsome I just didn't care about the plot. I suppose if I didn't need a character to care about or root for, I might have been more interested, but I found myself hoping Rachel was the perp so she could get the death penalty, even though I'm anti DP and the UK doesn't have the DP.THE GIRL ON THE TRAIN is a better book than my enjoyment reading it suggests. Paula Hawkins has crafted an intricate, mind-bending plot and while her writing didn't interested me, I recognize that Hawkins writes quality sentences and paragraphs. This book just wasn't for me, but a lot of people loved the book and mystery, so don't let my review dissuade you if this seems like your kind of book. I think my genre tastes are changing. I'm sure if I picked up GONE GIRL for the first time I'd like that either, though I did a few years ago when it first came out.",5,5,7,4,4,6,4,6,8,9
"2682",0.65,"I really enjoyed this book. Usually I can figure out the killer but this time I was blind sighted. The author really keeps you guessing. She makes you feel a real empathy for the female characters. A good read!! Gwynne Gall",1,2,1,0,1,0,1,3,2,5
"2683",3.85,"I was somewhat disappointed. Expected it to be like Gone Girl which I enjoyed immensely. The Girl on the Train was exciting up to a certain point. The technique of using three different voices wasn't very skillfully applied.  They all sounded the same. Same language, same way of thinking, which made the book a bit tedious. Good plot line though, although a bit contrived. A good easy read that doesn't stay long in memory.",1,4,1,0,2,1,2,1,2,2
"2684",1.2,"All of us have been ""watchers"" at one time or another.  And maybe even ""watched.""  To take the story beyond that behavior is a unique perspective. Very often we build scenarios for people we see whom we do not know or are ever likely to encounter.  This story takes that to the extreme.  Written from two female voices the reader is party to the many ways a situation can be viewed or described.  Just enough twists to keep you engaged.",0,2,0,0,1,0,1,1,0,5
"2685",2.45,"I loved the story. It kept me intrigued the entire time. At first it was a bit difficult going from each women's point of view, but once I got familiar with their story, it was easy. I also found just a few spelling/grammatical errors, which is something that just bothers me a little. I am really looking forward to watching the movie after reading the book!",0,1,0,1,1,0,0,2,0,5
"2686",1.75,"It took me a while to get to this book. I was unaccountably put off by all the hype. But once the movie was released, I thought I should read it before seeing the film. I still haven't seen the movie, but this book is fantastic! I was completely engrossed from the first page to the last. Thank you, Paula Hawkins!",0,2,0,0,0,0,0,0,1,1
"2687",0.5,"Great book, always kept you into it and wanting to read more.  Many twists, once you thought you knew what was going on they threw in another twist",0,1,0,0,0,1,0,0,1,0
"2688",2.5,"I'm an avid reader, but rarely read fiction. I recently joined a book club and this was the first month's book. I have to admit when I first started reading I thought, ""This is written like a diary? This is going to be a very long 300+ pages..."" I couldn't have been more wrong. I read this book in a day. I just couldn't put it down. It drew me in and I just needed to know what had happened and what was going to happen next. Anyone who likes a mystery/thriller should enjoy this book!",0,5,0,0,2,0,1,2,1,5
"2689",4.9,"Reading this book was like getting a gift that you were not expecting.  I read the summary and was hooked.  I found myself unable to stop thinking of the next opportunity I would have to read!!  I don't like to summarize the story or provide spoilers in my reviews.  If you love a well written mystery with fully developed characters and twists and turns you can't predict (and I consider myself very good at predicting plot twists) THIS BOOK IS FOR YOU!  Just make sure to clear your schedule!",0,6,0,0,4,1,3,4,2,8
"2691",0.35,"A real ""who done it"" story. The author draws you into each of the woman's lives then twist and turns them around. Not sure who is responsible for the outcome of the story, all lives interact with one another. Because this happened then this happens but wait.... Because what was witnessed while on the train rolling past..... All intertwined. This is a very good murder mystery book.I probably should give this a five star but I hated the gruesome ending. It was the right ending....I just don't like violence.  I usually stay away from murder mysteries but it was our book club pick for the month. I am glad we picked it.I don't think I will ever get drunk ( not that I ever have but I will never contemplate it now) after reading this one!",2,5,2,2,3,2,3,5,4,9
"2692",3.55,"This book has received great reviews but I have to say ""I"" am not a fan.  I didn't care for it from the beginning but kept reading.  It picked up about half way through.  It took half the book to set the stage - too long for me.  I continued reading and finally, painfully finished it.  There are twists and turns.  The ending was a surprise.  BUT, I found the characters psychotic (they were) and unrealistic.  I would not recommend this book.  Too many good ones to pick from.",0,3,1,1,4,1,3,4,1,8
"2693",6.65,"If you're looking for an easy, enjoyable read without too much depth, this book is for you.A decent novel by anyone's standards. Well written with the right amount of humor and wit. (British humor and language is always something I enjoy -- a break from the norm.)However, I don't see what all the rave is about. It's another Gone Girl in style and plot. Don't get me wrong, it was definitely a page turner and I often found myself wanting to get back to reading as soon as possible. But, in the end, I just did not love this book.I guess with all the hype about how great of a novel this was, I got my hopes up. High expectations and average quality make for a semi-letdown reader.",1,2,1,0,4,1,3,4,4,9
"2694",1.85,"Apart from the baby, or it's hard to find a sympathetic or interesting character.  Even the setting is gritty and depressing. Finally, there is a resolution of sorts, and the plot is over. There is no real satisfaction at the outcome, no explanation of behaviours, and no desire to meet the characters nor setting in a sequel.",0,2,2,1,3,2,1,3,1,6
"2695",1.75,"It took me a while to get to this book. I was unaccountably put off by all the hype. But once the movie was released, I thought I should read it before seeing the film. I still haven't seen the movie, but this book is fantastic! I was completely engrossed from the first page to the last. Thank you, Paula Hawkins!",0,2,0,0,0,0,0,0,1,1
"2696",1.75,"I couldn't get enough of this book and wanted to keep reading to until the end.  3 different women narrate this story and it's a great way to see all of their opinions and well as how they come to find out the twist in the story.  O look forward to reading more from this author.  A must read before seeing the movie.",0,0,0,0,0,0,0,1,0,3
"2698",4.4,"Great story. I appreciate books where the characters are not all beautiful and simple - this one is filled with ordinary people. The protagonist in this book is basically a good person albeit flawed. The story is quite dark as the character takes the reader along on her attempt to solve a confusing mystery. Her personality is so well developed that I found myself really caring about what happened to her. I gave the book to my wife, who then recommended it to my daughter. We all loved it and look forward to seeing the movie.",0,3,0,0,4,1,2,2,0,6
"2699",3.5,"What a thrilling read and ride of a novel!The story alternates between the points of view of three women: Rachel, Anna, and Megan. Rachel is probably the protagonist (her story and p.o.v. appear first, leading the novel), and every day on the commuter train to London she passes her old home. Framed by the train's windows to and from the capital, she sees some characters she knows in this little Northern London suburb, and some she doesn't. Not unlike Rear Window, she thinks she has the tail end of a misdeed and tries to right it. But Rachel, for reasons that are immediately clear, is a highly unreliable narrator.You think you know whodonit, you don't. Very satisfying novel from a writer who has taken some time to craft fine sentences and actually use the English language.I suspect a wide swath of readers will be satisfied by this noir.",0,3,0,1,2,0,1,2,4,5
"2701",1.6,"It's a real page-turner! The writer puts you there--on the train--and you can see what Rachel sees. My mother used to take me into New York by train when I was a little girl as a special treat. We too, passed the back yards of all those expensive homes. So this book took me back to those train rides with my mother.",1,2,1,1,3,2,1,3,2,5
"2704",0.5,"I am not much for criminal story's, but this one was very good. It hold me woken through the whole story and it was hard to put it away. The plot is good even though I did find out very soon who the murder was, but  they way the book is written is genius, having the points of view from three persons is brilliant.",2,2,2,2,2,1,2,2,2,3
"2705",4.55,"I enjoyed this book, though I wish the characters had been differentiated a bit more. It was probably on purpose, showing how suburban and similar the characters are, as well as demonstrating the attraction to certain ""types"" that we all show. Quick tip: pay attention to the dates at the beginning of each chapter!",0,1,0,0,1,0,0,2,0,3
