"","sentiment.score","ReviewContent","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"1599",-3.3,"This is one of the most boring, unbelievable books I have ever wasted money on.  Forced myself to keep reading about 1/3 through the book and then completely deleted it from my Kindle.  Characters totally unbelievable, story plot (if there is a plot) utterly useless, seldom do I read a book that I can't find some good in - this is the exception.  A total and absolute waste of money and time.",2,3,2,1,2,0,2,2,6,5
"1604",-2.55,"Rachel is a hopeless wretch..straddling the rails of sanity. Her story is an endless ride, going back and forth between reality and stupor all because of her fascination with Tom, her ex husband. When a young women is murdered, Pathetic Rachel feels obligated to find out why. Which brings her right back on track..Why she drinks, why she doesn't trust herself. A lot of intrigue here..and of course, true feminism discourse...blame everything on the guy. This is an interesting book. Give the author a 5 for original plot. Rachel..Give her a 2 for making bad choices.",4,3,4,4,2,5,2,3,8,5
"1610",-2.75,"One of those overrated novels everyone reads. It is relentlessly dark. Every major character is morally empty: liars, cheaters, drunks. And, a killer. There's a surprise , of course. The plot twist is the reward for your slog through the novel, but you'll figure it out before the big reveal. So, even that seems hollow; formulaic.It's the kind of novel that makes you want to go to the liquor store, but not the nice one; the one in the sketchy neighborhood, by the railroad tracks. For cheap wine.",1,3,0,1,4,3,2,2,4,5
"1611",-1,"Half way through the book I had to quit reading.  Yuck, why would I want to spend any more time with these flat inane characters who have absolutely no redeeming hopeful qualities? I can't understand all the hype about this book. The beginning was intriguing and the wind of perspectives was interesting, but once the murder who done it started, I was bored and disappointed.",2,3,2,1,1,2,2,1,5,3
"1616",-1.7,"I cannot believe that anyone enjoyed reading this book.  I hated it and had to force myself to finish reading it.  It's the first time I hated every character in a book.  The grammar was atrocious, also.  Why did she not have a professional edit the book?  I don't know how many times she wrote something along the lines of ""...neither of them ARE ... ""  SCREECH!!!  Terrible, terrible, poorly written book.",3,1,2,4,0,1,1,2,5,2
"1617",-1.1,"I gave this book four stars because I really enjoyed reading it, and sometimes couldn't put it down. I would have given it five stars but for some reason I had a VERY hard time with the fact that Rachel rode the train everyday to pretend that she didn't lose her job. That she would get ready, ride the train in the morning, find something to do for eight hours, and then ride it home, just because she didn't want her landlord to find out she'd lost her job. Doing all of this while dealing with alcoholism and depression just doesn't sound believable to me. As long as she paid her rent on time, why would it matter if she lost her job?  Each chapter would be from a different person's point of view which would sometimes get annoying and confusing, but in the end made for a very mysterious and enjoying read.",3,5,2,3,1,4,2,2,6,4
"1620",-1.5,"I love a good suspense book. This isn't it. It is 200+ pages of sad, slow diaries of people who are unhappy, one alcoholic, a couple of mentally abusive men and spouses cheating on spouses galore. You don't get any of the good parts, just the sad pitiful parts.  The last 8 pages some action takes place, but otherwise I continued to read hoping that the next page or the next chapter would be better, only to wait for the past chapter to get some suspense. I will not even share this book with anyone as they would look at me questioning why they wasted four hours reading it after I already wasted four hours to find out it was pitiful.The characters are pitiful.  Their choices in life are pitiful. I honestly can't believe anyone would publish this book and feel cheated for buying it.",2,4,2,1,3,1,2,2,3,6
"1626",-2.1,"I found it a bit confusing because it kept jumping from character to another and after awhile the long descriptive phrases and the cornucopia of emotions were driving me crazy.  I was loosing track of all the double thinking and switch backs, then one girl kept going back trying to resurrect her life with her last husband but he is married to another woman and she has a problem with that.  No s***, I'm sorry I couldn't finish the book and went onto another.  It was well written but I lost it.",1,2,0,2,1,3,0,1,3,2
"1627",-0.05,"This is the first novel by Paula Hawkins that I have read.  It certainly won't be the last!This is a brilliantly crafted story, told by multiple characters, all of whom are unwillingly woven into this web of mystery.Rachael, the drunken ex-wife of Tom seems to be the first one to begin to  ""stir"" this story that will keep you glued to its pages right up to the end.  Be patient in the beginning, when all the characters are having their say about this ""stew.""  You won't regret it!",0,2,1,0,0,1,1,0,2,1
"1637",-0.95,"This book, read from the perspectives of three different women on divergent and convergent timelines, leaves quite a bit to be desired. Paula's writing is difficult to follow, the characters are mostly unlikable and make very questionable decisions. Common sense is apparently lacking in this particular part of England.What started off as a novel premise eventually meanders its way into half-truths, mis(sing)-information, and lots of ""surprises"" that are less surprises and more like the guy who tells a joke but has to keep going back and adding in more detail because he forgot. This frustrating novel is really just a  long joke, with lots of ""oh yeahs"" and ""I forgot"" (literally).If all of the characters involved got hit by the titular train I think this book would be more compelling. Alas, that's not the case and we're left with the sour aftertaste of characters ripped from a Maury Povich show.",1,2,2,2,1,2,1,2,8,4
"1652",-1.95,"OMG. I wasn't sure that I'd like this book because I haven't read a psychological thriller in a long time. At first it seemed mundane, yet I was only a handful of pages in... And then? Then the story shifted to another character's POV and I could see everything from that person's perspective. And then it shifted yet again, giving me glimpses into the lives of a variety of characters so that little by little I was allowed clues as to what was happening. This is a story of deception, the lies we tell ourselves and others, the way lines get blurred by emotions or alcohol, skeletons hidden in the closet, and the secrets that we keep. It's a story about how things aren't always what they seem, and Hawkins had me turning pages to find out who was up to what. The greatest part? Each time I decided I knew exactly what was going on, Hawkins led me down another path to make me question if what I believed was happening was the truth. This is a must-read book that will make you want to call in sick just so you can finish it! (Please note that I didn't use a sick day, but I read through lunch breaks and at every spare moment I had, desperate to discover the truth behind everything that happened to the girl on the train, and desperate to know who was going to survive the madness.)",1,2,1,2,0,1,0,2,6,4
"1654",-0.0999999999999999,"Where do I begin? How about lack of plot: It's 100 pages before someone goes missing and another 60 before a body is found. Characters: All the male characters are either verbally, emotionally or physically abusive or all of the above and yet the female characters can't help falling in love with them because they are so ""manly"" in their verbal, emotional and physical abuse. The female characters literally put on makeup, wash their hair and change their outfits 4 times because they are meeting a man to talk and then tell them how they talked with that other guy and ""ohhh look he's jealous, Now I can be happy!"" Mwahhhhhhhh....it is paragraph after paragraph of the following (l'll paraphase):I'm soooo bored sitting at home taking care of the baby while my husband's at work. I never thought I'd be 30 sitting at home (I know being a mother is the most important job in the world!) but I can't wait for my hot husband to come home so we can have hot sex. But I have no direction in life, most days I just want to push the baby in the pram to the park looking sexy so other women's husbands with look at me with lust in their eyes. Oh look the baby fell asleep...yeah, now I can go grocery shopping and after I'll pop in to the shops and buy a (insert designer name brand here) dress because I DESERVE IT.Again, mwahhhhhhhhhhhhhhh..hahahahah........this is a best seller??? Being made into a movie by Dreamworks??It doesn't get any better. The title character's daily life can be cut and pasted from any given chapter. Again let me paraphase:I feel so guilty because I drank 2 bottles of wine and passed out and I have no memory of what happened because I was passed out but I'm sure I did something embarrassing, bad, or stupid. Wait, let me check my phone/computer. Oh no, while I was drunk I drunk dialed/texted/emailed my ex. Now I feel even more guilty and the only way to get over feeling guilty is to go to the off-license and buy 2 more bottles of wine and get drunk again BUT I have to hide my drinking from my roomate. She goes to the gym and eats salads so she disapproves of drinking. Wait what was she trying to talk to me about while I was vomitting on the carpet. Oh yeah that new salad place that has such great salads.Again, hahahahaha. The level of writing does not rise above those paraphased snippets and once you guess who the killer is the ending is so predictable. If you really care about details such as the character having an affair keeps a secret cell phone hidden from her husband in a shoe box at the back of the closet and the shoe box is labelled...dun dun dun.... RED WEDGES, this book is for you. Because the husband wouldn't dare open a box of red wedges???Me, I want my money back. If you are looking for a journalist turned fiction author thriller to read, I recommend Alex Marwood's The Wicked Girls. It is a much better read. That book should be made into a movie instead of this one.",8,12,4,7,9,8,5,15,19,21
"1655",-0.1,"This was not the worst book I have read this year. HOWEVER is was not a very good one either. I bought it in Hardback, something I usually reserve for authors I know and love. I was moved (won't make this mistake again) by all the hype and good words about it. I was sorely disappointed. It was just confusing, and uninspiring. A short book like this is usually at the most a two evening read. I knew it was bad when a week later I'm only half way thru. I finished just because I had paid for the thing, and some part of me kept hoping it would get better. That some where between the lines would be the story that everyone else seems to have fallen in love with. It was not worth my money, but even more important it was not worth my time and energy.  VERY DISAPPOINTED!",4,4,2,2,3,4,2,3,6,6
"1661",-0.9,"Begins a little slow, but soon becomes hypnotic and addictive. Usually, in crime novels you can see the perpetrator a mile away, but this book actually surprised me. Author builds the suspense and drops clues flawlessly.",2,1,1,2,0,1,2,1,2,1
"1665",-1.15,"A got drawn into this book as much for the story about the dark journey of an alcoholic hitting bottom as for the tale of whodunnit.  I felt the author was quite good at detailing with accuracy and nuance the bizarre, guilt ridden, unreasonable inner world of a woman lost in blackout drinking.  The main character is pathetic, but she is sympathetic enough that I found her ultimately heroic.The author adeptly crafted a whodunnit tale with enough twists and turns, weaving a web of storylines with just enough believability that kept me guessing long enough.The authors strength was her keen understanding of the human mind at it's darker limits, reminding me a bit of what I loved so much about Crime and Punishment.",2,4,3,3,5,6,3,7,8,11
"1669",-0.9,"The book is poorly written.  It moves from one character speaking to another and all the characters spark in the same voice.  The last third of the book becomes more interesting, but I knew who the murderer was by about half way through.  I read it for my book club.  If you don,t have to read it, skip it.",1,0,1,1,0,1,0,1,3,2
"1670",-0.75,"Amazing book, crappy ending. I finished this book in 2 days. I couldn't put it down but the ending left me perplexed. The characters are all jerks. The story is great, it just felt like the ending was rushed and that last line. Really??  I would suggest it because it is a good read, just not what I thought it would be!!!",0,2,0,0,1,0,1,2,1,1
"1671",-1.85,"Wow!  An intelligent mystery that the author did not phone in!! In so many novels purporting to be ""mysteries,"" the reader figures out the so-called bad guy before halfway throgh the book...or, worse, the book ends with an improbable villain thrown in almost as an afterthought....but you will need to pay close attention in this read. And...note that different women narrate different chapters....or you will need to begin again as I did, when I got lost ...thinking my original storyteller stayed the same. (I said the book was intelligent....not this reader who began ploughing through the first chapters as though this were the typical fluff piece of writing)  You will soon see for yourself what all the clamor was about this. novel. It is good!",2,4,2,3,2,3,3,4,6,6
"1673",-1.15,"I really wanted to like this book more than I did. First off, here is the positives:I like the story telling device of switching between points of view, it was really cool, especially when you see a particular situation from a different point of view. It was a compelling story and had aspects of a thriller which made it a page turner. Even though it is a British author and set in London, there aren't too many ""British"" phrases that will make an American have to guess. Only a very few times did I need to look up what a particular phrase meant. I think the author has written a good book.Now for the critical part.(Spoiler free)- Even though the non-linnear story telling was awesome, sometimes it took some rereading to figure out what day it is (or what time it is in some cases)- There are some inconsistencies in details, I can't think of a specific example right now, but it's almost as if the editor didn't do a good job or the author should have been more thorough in her characters back stories and situations.- I thought the device of having Rachel be an alcoholic was interesting and did lend to the story, however, it seemed like Rachel had ""Hollywood Alcoholism"" - broad characteristics, and able to turn it off at a moment. Sure she focuses her energy on something else, but as a person in recovery myself, you (or at least I) couldn't just ""forget to have a drink"" and maybe thats just me, but it seemed odd that she could turn it on and off so frequently.- The biggest of all, however, is the lack of back story for Rachel. (dead father, mommy issues, roommate) All of these influence the type of person she is, yet there is nothing to expand on why she is like she is other than a passing mention.SLIGHT SPOILERS BELOW- The red hair guy serves zero purpose and only confuses things more. I feel like too much time was wasted on that story arc, or rather not enough time was spent to make him an important character. Totally useless, and not even in a red herring sort of way.- Rachel and Scott: Why did they have sex? Again served no purpose to the story and wasnt plausible based on the story telling. The attractive young, recently widowed guy, who had a smoking hot wife, would not have sex with a frumpy, unkept woman. Or if he would there was not a lot to his story.- Kamal - I feel like he got put ""on the bus to Mandyville"" (look up the trope if you dont know what it means).- Also, the detectives investigating the murder are the stupidest characters ever written. Its kind of like the detectives were from an unpublished comedy novel that happened to fall into this manuscript.- Finally, without a major spoiler... the ""who-done-it"" reveal was too much of ""the butler did it"" and it came out of left field. All of sudden we were at the end and the murderer is revealed and it doesnt really make sense other than ""of course!"" - which is not a way a thriller should end.",5,7,5,3,5,6,6,8,12,16
"1674",-1.5,"I must be very slow I did not realise that the book was in three voices. I thought what a bunch of losers, who needs this much misery. But then the story got me in, I wanted to know what happened, to work it out. I gave it 3 stars because it redeemed itself after a bad start",2,2,2,2,0,2,0,0,2,0
"1678",-1.8,"I wanted to love this book, but I was disappointed. The characters are shallow and boring. The ""girl""  and other  female characters are weak and present as victims. They have been mistreated, but fall into the don't help yourself mode of dealing with their circumstances. That's not me. The structure of the book felt contrived- as in I don't have an interesting tale so I'll add a confusing format. The telling was tedious and only got interesting near the end and then there was some additional prose that seemed to have no purpose as an ending. I'm sure it will be an entertaining movie w the right actors, but the book was a flop for me.",1,2,2,0,3,3,1,2,5,7
"1679",-1.1,"Very disappointing read.  The four main characters seem to live in a vacumn with no clues for the reader about what motivates them.  Rachel, the main character is annoying and I could not muster up any empathy for her.  Flawed characters are often fascinating, but not in this story!",1,0,0,0,0,1,0,0,2,4
"1683",-0.35,"I so wish I could get my money back. I wasted dollars and time on this silly, poorly written endeavor.  So irritated that I got suckered by marketing and positive reviews by people who obviously can't distinguish good stories from cheap trash. Just ugh.",2,4,2,0,3,1,2,2,5,3
"1688",-1.3,"A bit confusing if you don't watch out for the chapter titles. The chapters are written from different character's perspective's ! This can be confusing .and a little upsetting if you miss the change.",0,1,0,2,0,0,0,0,0,0
"1690",-2.15,"I was anxious to read the book as there was so much pre publication hype. I think overall it was just disappointing. I found the chapters jumping from woman to woman sometimes confusing. The story line had so many characters and really none embraced me. I am still trying to figure out the man on the train. Predictable characters....ending a bit far fetched....just disappointing!",0,2,0,1,1,1,0,1,3,1
"1691",-3.25,"A real disappointment. There are no likeable characters here. They are all miserable people who deserve what they've gotten. Even Rachel, the main character, doesn't deserve sympathy or respect, not because she's an alcoholic, but because she continually makes stupid decisions, even when she's sober. Okay, so the murder victim didn't deserve that, but this character is also repugnant on many levels.The book gets a second star from me because author Paula Hawkins did manage to have me convinced the murderer was one person, and only in the last few chapters did it turn out to be someone else.",5,3,4,3,2,6,1,7,6,8
"1703",-0.2,"The story is interesting in the beginning but it sort of drags on too long. I felt myself getting tired of reading the same stuff over and over again. I also found it a bit confusing as the author goes back and forth with a chapter on one character and then the next chapter on another. Also, the times are confusing. I wasn't sure when she is talking about the present verses the past. The end does have a nice twist to it. I don't think I will read books by this author again knowing how she writes. Too bad because this book was highly recommended and I found it a little disappointing.",1,2,1,1,2,2,1,3,3,6
"1707",-4.15,"Oa never ending self loathing heroin, who drinks excessly drinks and has occasional blackouts. The story fixates on this, and other unsavory characters. There is a back story of a mystery, but one that is less and less as the story drags on.  If you like self loathing character living badly, this is your story. I, for one, am sorry to have spent the price to buys this over hyped book.",0,1,1,0,0,1,2,0,5,0
"1708",-1.25,"I loved this story.  It was a little confusing at the beginning and I had to go back and re-read chapters because I thought I was missing something.  It was all part of the story.  The author let the reader figure it out.  I wasn't sure who the killer was and jumped from character to character.  Not until the end did you figure it out.  Certainly kept me interested and I would read more by this author.  Can't wait for the movie!",0,2,1,1,0,2,0,1,2,3
"1709",-2.3,"Aside from being a mystery thriller, this book was similar to ""Gone Girl"" in a disappointing way: both, to me, had unlikeable characters. Though the who-done-it aspect of murder and lies and missing memories was intriguing, the characters become more and more self-centered. I read it because of the movie version coming out this year. Perhaps the final comparison to ""Gone Girl"" will be if the movie is more enjoyable than the book.",1,2,1,2,0,3,2,0,3,0
"1712",-3.55,"This was a crazy ride!  Told in the voices of three women whose lives become entangled with disastrous results.  One is a drunk, one is a little crazy, and the third is obsessed with jealousy over her husband's first wife, although this is somewhat justified.  Once you're into this one it's hard to put down.  What are these people going to do next?  There is some depth of character as the women ponder how they ended up where they did; why they made those choices that got them to the frightening place they all end up in.  This puts this novel a bit above your run-of-the-mill suspense/mystery.",4,3,2,5,0,4,2,1,4,1
"1719",-0.15,"The Girl on the Train is a story written from three character perspectives that are connected through marriage and divorce. The main character Rachel is Tom's ex-wife who is addicted to alcohol and consequently works hard to retrieve memories of an incident that happens to her one night. Through her train rides into London, her ex-husband Tom, Megan's husband Scott, and Tom's current wife Anna, Rachel puts the pieces together to find out what happened to Meagan. This is a riveting account of Rachel's attempt to make sense of the mystery!",1,3,1,1,1,1,3,3,1,4
"1723",-3.15,"'The Girl on the Train' is a refreshingly original, addictive thriller. Told from the perspective of three female characters, predominantly an ex-wife with voyeuristic and alcoholic tendencies.It's a mystery that unfolds in suburban London where commuter trains roll and stop along the sedentary backyards of houses that are filled with memories, marital bliss and conflicts. Houses with husbands and wives, nannies, babies and lies.Told with staggered timelines, a woman goes missing, one with a storied past. The husband is a suspect, or maybe it's her therapist, or could it be the lonely divorcee? Or maybe, it was the mysterious ginger-haired man on the train? Chapter after chapter, we're like rail commuters, rolling along the tracks, back and forth. With stops and starts, twists and turns.Memory lapses, jealousies, betrayals. It's quite a ride. 'Girl on a Train' captures it's characters emotions and thoughts flawlessly. A superb first novel by Paula Hawkins and is just the ticket for an engrossing, page-turning read - so good, you might miss your stop on the train commute home, or work.",2,4,1,4,2,2,3,1,4,5
"1724",-0.55,"I can understand why this is a popular book.  As I am not a mystery novel fan, I found myself learning about the genre.  However, I did want to keep reading, even if some of the events were anticipated and probably necessary in a novel of this type.  I found Rachel's sections to be a bit drawn out and repetitive. As none of the male characters have a section where we hear their voices narrating, they immediately become suspects of the murder. About two thirds of the way through I figure out the killer.  The book could have been edited to make it about 100 pages shorter. Also, there are no sympathetic characters as most of them can't control their emotions, act in violent ways or indulge themselves and are in need of more therapy.",2,2,2,3,2,2,3,2,3,5
"1727",-1.9,"Everyone was talking about “The Girl on the train”. So I hopped on the bandwagon or should I say I hopped on the train too and bought the hard cover, not even the paperback. It seemed interesting about this girl who keeps admiring this couple she sees every day from her train window. It all fell flat…a psychological thriller it should be…I would psychological garbage…. The writer in my view is psychotic…..a lousy story with too much. She kept blacking out and can’t remember anything…too often…really makes no sense.I waste to buy the book and a waste of time on it…writer was just as drunk as Rachel in the story!",0,1,2,0,0,1,0,1,3,3
"1728",-4.7,"The first half of this book is very complicated, confusing, and rather slow to develop into a ""don't stop until you finish"" final.  I haven't had a chance to see the movie, but I know they won't be able to catch the different thought patterns of the main character.  Very detailed plot hard to follow at times; complicated, intertwined characters; dialogue (5 on a scale of 10.  It is a rather dreary read at times.SPOILER ALERT:  I have dealt with alcoholics in my past and it was painful to have the main character struggling so much with alcohol.  Several times I almost put it down because of the bad feelings it engendered.",2,2,2,2,0,4,2,0,5,2
"1730",-2.05,"Hawkins has a good painterly sense of language, and the first part of the novel in particular is lullingly lyrical, exactly as it should be, pulling you into the book's deliberate confusion of reality and imagined reality. However, the plot doesn't hold up to this promise, and the revelations at the end about one particular character had me rolling my eyes. Yes, there are awful people in the world, selfish ones, puerile ones, and astoundingly shallow ones... but the Hannibal Lecter of this book suffers from real two-dimensionality, if not one-. None of the characters here are particularly admirable, frankly, which may be part of the point - the frailties of real folk versus their idealizations - but the result for me was less a sense of disturbance at how evil often wears an everyday face, and more a disappointment regarding how much more this book could have explored that truth. It's just too romanticized to really hit home the way a book like this has to, to have staying power. It never socks you in the gut the way it needs to, the way, for instance, that Girl with the Dragon Tattoo does repeatedly, until I had to put the book down for a bit and remind myself that people are just as often saints as monsters. It never, frankly, really sobers up. I'm sure some readers will violently disagree with me on that last point, but I just never got a sense of things becoming truly concrete in the jarring, almost dislocating way that one has when waking abruptly - or more appropriately, being smacked awake. This sort of tale requires a violent stripping away of the haze, a palpable jolt, a sudden, horrible realization that one has been pied-pipered into the river, has in fact been drowning for a while, and is now almost out of air. But my reaction to the ""big reveal"" was more ""Oh, for cripes sake, that's really it?""Granted, that was my reaction to the end of Da Vinci Code as well. Both that book and Girl on the Train have promising premises they don't deliver on. Our main character in this book is, tellingly, a *girl,* despite being a grown woman - and I'm not sure she's not still a girl at the end, or at least how much less of one she's really become.",11,2,8,10,4,6,6,6,14,13
"1732",-1.2,"The real shame is that Alfred Hitchcock is dead and therefore unable to film this book. It echoes some of his classics - you will find touches of ""Rear Window,"" ""Spellbound,"" and ""Suspicion,"" mixed with a heavy dollop of a famous non-Hitchcock work, ""Gaslight.""Other reviewers have given summaries, so I won't attempt to do it here; I would be too afraid to leave potential spoilers. All I can say to those idly picking it up is to stay with it: for quite a few pages I just wasn't, as they say, ""feeling it."" Suddenly it snapped on me like a mousetrap and I couldn't escape its grasp.",1,3,2,5,2,4,3,2,8,5
"1734",-2.8,"This was a lot of build up for one single demented scene to wrap up all the loose ends. I was bored at times, and Rachel's drunken episodes made me not care much about her. I prefer to actually like the protagonist but this girl was desperate and sad. The 'mystery' was a bit over-worked and in the end, it was all sort of predictable.",0,0,1,1,0,0,0,1,3,2
"1735",-1.6,"Hawkins creates a complex, believable character in Rachel who is flawed but not beyond redemption. As she weaves a fantasy to offset her failed life, she becomes caught up in a web of lies and half truths nourished by her alcoholism and desire for love. Finding herself in the middle of a missing person's investigation, Rachel seeks answers to questions hidden in a alcoholic blackout.",1,2,1,2,1,2,0,0,3,3
"1736",-1.05,"Not my style.  Didn't like it and I didn't finish it.  I got very tired of reading about how drunk she was over and over and over.  I think the book could have been half it's size if the repetitive thoughts of being drunk were left out.",0,0,0,0,0,0,0,0,1,1
"1737",-1.5,"It seemed slow reading at first. But of course did have lots of twists and surprises. I kept trying to visualize it as I know there has been a movie made of it, but that was difficult. The main character, Rachel, seemed too self-absorbed and dull to me. I kind of felt like she was whining all the time ""poor me"". I kept wanting her to get her act together, which she did at the end.",0,1,0,1,1,2,0,1,2,4
"1741",-1.25,"it was an okay read for me. I figured out who did it before I was halfway through the book and that completely ruined it for me. I don't regret buying it but all the hype was just that... hype! If you are an avid mystery reader, it won't hold up. I say read it anyway and make up your own mind. I won't read it again.",1,2,1,1,0,2,1,0,4,2
"1746",-0.5,"Slow to start. It picks up the pace and captivates the reader around 2/3 of the way into the story.Did initially find it hard to follow the three different people's accounts but it eventually all made sense",0,1,0,0,0,0,0,1,0,2
"1748",-1.2,"Enjoyed the different perspectives, as the author switched from Rachel, to Anna, to Megan, in viewing how difficult life can be for people with significant personal problems, particularly attachment issues, arising from early childhood traumas.  Good exploration of the role of excessive alcohol consumption as a 'mind altering drug,' designed to avoid dealing with reality, and yet perpetuating continued dysfunction and unrealistic fantasizing.  Surprisingly realistic and uncomfortable portrayal of people's search for love in all the wrong places.",0,2,0,2,3,0,2,3,3,5
"1752",-0.65,"Loved this book, even though the main character is pretty messed up. She's an alcoholic trying to deal with a divorce and the loss of her job. Now she is riding the train everyday to a job she no longer has, passing her old home in which her ex and his new wife and baby live. To make matters worse she has begun to fantasize about the young couple two doors down. Things really get tangled when the wife of the young couple disappears. 's. Hawkins keeps you guessing till the end about how all these people connect.",2,4,1,3,4,3,3,3,4,6
"1766",-0.65,"Expected so much more. Good reading buddies said they couldn't put it down so I had to read it. What a total waste of time.  The characters are absurd, the twists are predictable, the writing is average.  Not sure what everyone else saw in this book.",0,3,1,0,1,0,1,1,2,2
"1767",-0.3,"Alcoholics, sociopaths, narcissists, psychopaths, pseudo psychologist. The supply of hopeless and helpless people never runs out.One of the least entertaining and most irritating books I have read since Eat, Pray, Love or Gone Girl...all the same genre.",1,2,1,3,3,2,1,1,3,5
"1785",-4.25,"Don't be lulled into a false sense of security. Like the slow click of roller coaster wheels climbing up their first steep incline, this book starts slowly, lost in the mind of one woman whose tragic life is submerged in the blurring haze of alcohol where fantasy becomes easily confused with reality and self-pity comes as easily and frequently as fear and doubt. Then, just when the reader is beginning to feel this book might be moving just a little too slow to be worth finishing, the coaster reaches its peak. What follows is a hurtling descent full of twists and turns that will leave you gripping, white knuckled, into the wee hours of the morning.",1,1,0,4,1,5,1,3,6,5
"1789",-1,"Being strapped to a chair for hours and forced to watch abandoned and abused puppies staring sadly out of cages while Sara MacLaughlin sings Arms of The Angel would be a cheerful experience by comparison.  But the twists and turns made for a good read.",1,3,0,3,3,2,3,2,4,3
"1791",-0.45,"I was sooo excited to read this book after all of the great things I heard about it.  It took me a couple of tries before I was in the right frame of mind to read it.  For me, there was too much of the book wrapped up in how drunk and miserable she was.  This part got old fast and made the story drag on.  I guessed who the villain was way before the end of the book.  I think I would have liked it more if the main character, Rachel, would have made more attempts to improve herself throughout the story, even as she was embroiled in her obsession.  Her pathetic nature just kind of overshadowed the whole book for me.",1,2,2,1,3,2,1,3,4,4
"1794",-2.5,"""The Girl on the Train"" definitely had it's ups and downs. The main character - an alcoholic spending half the book in a drunken stupor - was infuriating, frustrating, and downright depressing. There were times where I felt truly sad for her, and others where I rolled my eyes at her terrible decision making. There are only a few characters in this novel at all, and none of them are likable. The plot had a lot of promise, though the end was more of an over-dramatized Lifetime movie and less ""Gone Girl"". It was a fun read, but nothing that shines in terms of mind-blowing twists and turns or characterization.",1,1,3,1,2,2,0,2,4,3
"1798",-3.1,"Let me start by saying I did not like this book at all, but I did not like Gone Girl, either.  It may be I just don't like these types of psychological thrillers.  The characters in this book are so far-fetched, it's hard to believe they would really exist.  The women seem unable to run their own lives and the men have violent tendencies.  The book is a classic whodunnit and I kept reading because I wanted to see how the author wrapped it up even though I figured it out earlier in the book.  Also, I found it difficult to distinguish between Rachel, Megan and Anna as the story bounced back and forth from their perspectives.  The author gave them all the same 'voice' since her writing style was the same between all three characters.  I often had to go back to the beginning of a chapter to see who was narrating that particular chapter.  At times, the book dragged and the ending was ridiculous.  I don't understand the hype about this book, think I'll stick to historical fiction!",2,2,2,2,1,1,1,2,4,4
"1802",-0.5,"I think I'm one of the few who wasn't impressed. To have each chapter told from someone else's POV, each character needs to have a different ""voice"". All of the females in this story sound the same. You really had to make sure you knew exactly who's mind you were in at all time or you will be confused. Also, all of the characters had very generic names that made it very hard to distinguish who was who.With such great reviews and having not heard one bad thing, I was disappointed. Good intriguing story but generic characters.",2,2,2,1,1,2,1,1,2,1
"1808",-3,"The Girl on the Train, by Paula Hawkins, has been on the best seller lists for more than a year now, and I understand why. I’m not a fan of first person present tense narration, and there are three such narrators in the book, all of them undependable. The characters spend the entire book lying, cheating, and fantasizing. Terrible secrets are revealed and hearts are broken. This is not a feel-good book. But it is fascinating and difficult to put down, and I recommend it.",3,2,2,3,2,2,2,3,3,4
"1809",-0.5,"I wanted more. I was able to figure out what was happening too early. I thought the book was over hyped. Not a bad read but I guess I wanted something with more depth and hooks. I get annoyed at books that jump from character and different points in time. There are better ways to build suspense and plot. Almost seems like a way to avoid writing a deeper and suspenseful novel. Just jump from character to character at random points in time to confuse the reader. I guess I better start working on my great American novel.",1,4,1,3,1,1,2,1,3,5
"1810",-0.95,"This was an interesting read told from he perspectives of three women. One, the protagonist, is a depressed alcoholic who watches people from her seat on the train and makes up her own observations of their lives. The other two women are the ones that the Girl on the train observe each day. They are all connected, as the story unfolds, and we are taken through their daily lives to discover something terrible has happened to one women. The girl on the train immerses herself into the situation to a point of risking her own life.An enjoyable read for mystery lovers.",2,2,1,2,0,2,1,0,2,1
"1812",-0.75,"I know this is billed as a psychological thriller.  I cannot understand its maintenance at number one on the best sellers list.  I found the first two thirds of the book slow, boring with totally unappealing women characters.  It was not until the last third of the book that it picked up in solving the murder, even if the characters, now including the men, were still ridiculous, unsympathetic and the murderer became clear way before the ending.  I only stuck it out because people I know told me how wonderful the book was.  Won't take their reading recommendations any more.",4,0,3,2,2,2,2,3,5,4
"1816",-0.0499999999999999,"The beginning of this book was tiring for me and the main character was disgusting. This was a book club read and my recommendation so I trudged along.  The one thing that was very clear early on was the author's ability to make you feel as though the events were happening to you; I think that's why it was so difficult at first.  However, this is one of the best fiction novels I've ever read.  I will attempt to find other books she has written.",1,1,1,2,0,0,0,0,1,2
"1820",-0.15,"Great book that kept me guessing! Each time I thought I knew what happened to the missing girl they threw something in to change my mind! Near the end I figured it out but still a great time reading this. Was often hard to put down!",0,2,0,2,0,1,0,0,1,1
"1821",-1.3,"I was looking forward to this book, highly recommended.  I found the women to be portrayed as weak, crazy and lusting for men who were obnoxious and controlling. Even the therapist was of poor character.  The storyline picked up near the end, but wasn't enough to compensate for the stereotypical roles.",2,1,1,1,2,2,1,2,2,3
"1822",-1.1,"A cleverly constructed story written from the perspectives of the three main female characters, Rachael, Megan, and Anna.  Rather than numerical chapters, each chapter is named for whomever happens to be telling the story from their point of view at the time.  This transforms into a gripping and exciting yarn about love found, then tragically lost.  It touches upon the insidious and hopeless consequences of alcoholism, infidelity, and ultimately cold and calculated murder.  This is not a happy story with a fairytale ending.  It left me feeling glad it was over but satisfied I stayed with it.",5,6,5,6,7,6,3,3,8,10
